1.770160e+15	3.545027e+00	3.208835e-03
1.770667e+15	3.545091e+00	3.229632e-03
1.771174e+15	3.545156e+00	3.250710e-03
1.771682e+15	3.545221e+00	3.272074e-03
1.772189e+15	3.545287e+00	3.293728e-03
1.772696e+15	3.545353e+00	3.315678e-03
1.773203e+15	3.545419e+00	3.337931e-03
1.773711e+15	3.545486e+00	3.360491e-03
1.774218e+15	3.545553e+00	3.383364e-03
1.774725e+15	3.545621e+00	3.406557e-03
1.775232e+15	3.545690e+00	3.430076e-03
1.775740e+15	3.545758e+00	3.453927e-03
1.776247e+15	3.545828e+00	3.478117e-03
1.776754e+15	3.545897e+00	3.502651e-03
1.777262e+15	3.545968e+00	3.527538e-03
1.777769e+15	3.546038e+00	3.552784e-03
1.778276e+15	3.546110e+00	3.578397e-03
1.778783e+15	3.546181e+00	3.604383e-03
1.779291e+15	3.546254e+00	3.630750e-03
1.779798e+15	3.546327e+00	3.657505e-03
1.780305e+15	3.546400e+00	3.684658e-03
1.780812e+15	3.546474e+00	3.712216e-03
1.781320e+15	3.546548e+00	3.740187e-03
1.781827e+15	3.546623e+00	3.768579e-03
1.782334e+15	3.546698e+00	3.797403e-03
1.782841e+15	3.546775e+00	3.826666e-03
1.783349e+15	3.546851e+00	3.856378e-03
1.783856e+15	3.546928e+00	3.886548e-03
1.784363e+15	3.547006e+00	3.917186e-03
1.784870e+15	3.547084e+00	3.948303e-03
1.785378e+15	3.547163e+00	3.979908e-03
1.785885e+15	3.547243e+00	4.012012e-03
1.786392e+15	3.547323e+00	4.044626e-03
1.786900e+15	3.547404e+00	4.077761e-03
1.787407e+15	3.547485e+00	4.111429e-03
1.787914e+15	3.547567e+00	4.145640e-03
1.788421e+15	3.547649e+00	4.180408e-03
1.788929e+15	3.547733e+00	4.215745e-03
1.789436e+15	3.547817e+00	4.251664e-03
1.789943e+15	3.547901e+00	4.288177e-03
1.790450e+15	3.547986e+00	4.325298e-03
1.790958e+15	3.548072e+00	4.363041e-03
1.791465e+15	3.548159e+00	4.401421e-03
1.791972e+15	3.548246e+00	4.440452e-03
1.792479e+15	3.548334e+00	4.480149e-03
1.792987e+15	3.548422e+00	4.520528e-03
1.793494e+15	3.548512e+00	4.561604e-03
1.794001e+15	3.548602e+00	4.603395e-03
1.794509e+15	3.548692e+00	4.645917e-03
1.795016e+15	3.548784e+00	4.689188e-03
1.795523e+15	3.548876e+00	4.733226e-03
1.796030e+15	3.548969e+00	4.778048e-03
1.796538e+15	3.549063e+00	4.823675e-03
1.797045e+15	3.549157e+00	4.870126e-03
1.797552e+15	3.549253e+00	4.917421e-03
1.798059e+15	3.549349e+00	4.965582e-03
1.798567e+15	3.549445e+00	5.014628e-03
1.799074e+15	3.549543e+00	5.064584e-03
1.799581e+15	3.549642e+00	5.115470e-03
1.800088e+15	3.549741e+00	5.167312e-03
1.800596e+15	3.549841e+00	5.220133e-03
1.801103e+15	3.549942e+00	5.273959e-03
1.801610e+15	3.550044e+00	5.328814e-03
1.802117e+15	3.550146e+00	5.384726e-03
1.802625e+15	3.550250e+00	5.441722e-03
1.803132e+15	3.550354e+00	5.499831e-03
1.803639e+15	3.550459e+00	5.559081e-03
1.804147e+15	3.550565e+00	5.619503e-03
1.804654e+15	3.550672e+00	5.681128e-03
1.805161e+15	3.550780e+00	5.743987e-03
1.805668e+15	3.550889e+00	5.808115e-03
1.806176e+15	3.550999e+00	5.873545e-03
1.806683e+15	3.551109e+00	5.940312e-03
1.807190e+15	3.551221e+00	6.008454e-03
1.807697e+15	3.551333e+00	6.078006e-03
1.808205e+15	3.551447e+00	6.149010e-03
1.808712e+15	3.551561e+00	6.221504e-03
1.809219e+15	3.551676e+00	6.295530e-03
1.809726e+15	3.551793e+00	6.371131e-03
1.810234e+15	3.551910e+00	6.448351e-03
1.810741e+15	3.552028e+00	6.527235e-03
1.811248e+15	3.552147e+00	6.607832e-03
1.811755e+15	3.552267e+00	6.690189e-03
1.812263e+15	3.552389e+00	6.774358e-03
1.812770e+15	3.552511e+00	6.860390e-03
1.813277e+15	3.552634e+00	6.948338e-03
1.813785e+15	3.552758e+00	7.038259e-03
1.814292e+15	3.552883e+00	7.130211e-03
1.814799e+15	3.553009e+00	7.224251e-03
1.815306e+15	3.553136e+00	7.320442e-03
1.815814e+15	3.553264e+00	7.418847e-03
1.816321e+15	3.553393e+00	7.519531e-03
1.816828e+15	3.553523e+00	7.622562e-03
1.817335e+15	3.553653e+00	7.728010e-03
1.817843e+15	3.553785e+00	7.835947e-03
1.818350e+15	3.553918e+00	7.946447e-03
1.818857e+15	3.554052e+00	8.059588e-03
1.819364e+15	3.554186e+00	8.175448e-03
1.819872e+15	3.554321e+00	8.294110e-03
1.820379e+15	3.554458e+00	8.415658e-03
1.820886e+15	3.554595e+00	8.540179e-03
1.821393e+15	3.554733e+00	8.667764e-03
1.821901e+15	3.554872e+00	8.798505e-03
1.822408e+15	3.555011e+00	8.932498e-03
1.822915e+15	3.555151e+00	9.069841e-03
1.823423e+15	3.555292e+00	9.210636e-03
1.823930e+15	3.555434e+00	9.354987e-03
1.824437e+15	3.555576e+00	9.503003e-03
1.824944e+15	3.555719e+00	9.654792e-03
1.825452e+15	3.555862e+00	9.810470e-03
1.825959e+15	3.556006e+00	9.970152e-03
1.826466e+15	3.556150e+00	1.013396e-02
1.826973e+15	3.556294e+00	1.030201e-02
1.827481e+15	3.556439e+00	1.047443e-02
1.827988e+15	3.556583e+00	1.065136e-02
1.828495e+15	3.556728e+00	1.083292e-02
1.829002e+15	3.556873e+00	1.101924e-02
1.829510e+15	3.557018e+00	1.121046e-02
1.830017e+15	3.557162e+00	1.140673e-02
1.830524e+15	3.557306e+00	1.160817e-02
1.831031e+15	3.557449e+00	1.181494e-02
1.831539e+15	3.557592e+00	1.202718e-02
1.832046e+15	3.557734e+00	1.224503e-02
1.832553e+15	3.557875e+00	1.246863e-02
1.833061e+15	3.558015e+00	1.269815e-02
1.833568e+15	3.558153e+00	1.293371e-02
1.834075e+15	3.558290e+00	1.317547e-02
1.834582e+15	3.558425e+00	1.342356e-02
1.835090e+15	3.558558e+00	1.367814e-02
1.835597e+15	3.558688e+00	1.393933e-02
1.836104e+15	3.558817e+00	1.420727e-02
1.836611e+15	3.558942e+00	1.448209e-02
1.837119e+15	3.559064e+00	1.476390e-02
1.837626e+15	3.559183e+00	1.505283e-02
1.838133e+15	3.559298e+00	1.534896e-02
1.838640e+15	3.559408e+00	1.565240e-02
1.839148e+15	3.559515e+00	1.596322e-02
1.839655e+15	3.559616e+00	1.628149e-02
1.840162e+15	3.559712e+00	1.660724e-02
1.840669e+15	3.559802e+00	1.694050e-02
1.841177e+15	3.559885e+00	1.728129e-02
1.841684e+15	3.559962e+00	1.762957e-02
1.842191e+15	3.560032e+00	1.798530e-02
